namespace,localname,language,locale,value
http://www.brel.com/translations/unit,GT,de,DE,Milliarde Tonnen
http://www.brel.com/translations/unit,kt,de,DE,Kilotonne
http://www.brel.com/translations/unit,Mt,de,DE,Megatonne
http://www.brel.com/translations/unit,Gt,de,DE,Gigatonne
http://www.brel.com/translations/unit,MWM,de,DE,Megawatt-Monat
http://www.brel.com/translations/unit,GWM,de,DE,Gigawatt-Monat
http://www.brel.com/translations/unit,Energy_per_Duration,de,DE,Energie/Zeitraum
http://www.brel.com/translations/unit,Celsius,de,DE,Celsius
http://www.brel.com/translations/unit,K,de,DE,Kelvin
http://www.brel.com/translations/unit,F,de,DE,Fahrenheit
http://www.brel.com/translations/unit,Pa,de,DE,Pascal
http://www.brel.com/translations/unit,Bar,de,DE,Bar
http://www.brel.com/translations/unit,psi,de,DE,Pfund pro Quadratzoll
http://www.brel.com/translations/unit,atm,de,DE,Standardatmosphäre
http://www.brel.com/translations/unit,N,de,DE,Newton
http://www.brel.com/translations/unit,var,de,DE,Blindleistung (Volt-Ampere)
http://www.brel.com/translations/unit,VA,de,DE,Scheinleistung (Volt-Ampere)
http://www.brel.com/translations/unit,Wh,de,DE,Wattstunde
http://www.brel.com/translations/unit,VAh,de,DE,Volt-Ampere-Stunden
http://www.brel.com/translations/unit,Ah,de,DE,Amperestunde
http://www.brel.com/translations/unit,C,de,DE,Coulomb
http://www.brel.com/translations/unit,Degree,de,DE,Grad
http://www.brel.com/translations/unit,rad,de,DE,Radiant
http://www.brel.com/translations/unit,dth,de,DE,Dekatherm
http://www.brel.com/translations/unit,MWd,de,DE,Megawatt-Tag
http://www.brel.com/translations/unit,GJ,de,DE,Gigajoule
http://www.brel.com/translations/unit,MJ,de,DE,Megajoule
http://www.brel.com/translations/unit,TJ,de,DE,Terajoule
http://www.brel.com/translations/unit,PB,de,DE,Petabyte
http://www.brel.com/translations/unit,Mvar,de,DE,Million Volt-Ampere Blindleistung
http://www.brel.com/translations/unit,MVA,de,DE,Megavolt-Ampere
http://www.brel.com/translations/unit,tCO2e,de,DE,Tonnen CO₂-Äquivalent
http://www.brel.com/translations/unit,ktCO2e,de,DE,Tausend Tonnen CO₂-Äquivalent
http://www.brel.com/translations/unit,MtCO2e,de,DE,Millionen Tonnen CO₂-Äquivalent
http://www.brel.com/translations/unit,GtCO2e,de,DE,Tausend Millionen Tonnen CO₂-Äquivalent
http://www.brel.com/translations/unit,Emissions_per_Monetary,de,DE,Emissionen/Monetär
http://www.brel.com/translations/unit,Energy_per_Monetary,de,DE,Energie/Monetär
http://www.brel.com/translations/unit,Volume_per_Monetary,de,DE,Volumen/Monetär
http://www.brel.com/translations/unit,gCO2e,de,DE,Gramm CO₂-Äquivalent
http://www.brel.com/translations/unit,hl,de,DE,Hektoliter
http://www.brel.com/translations/unit,Mhl,de,DE,Millionen Hektoliter
http://www.brel.com/translations/unit,Ml,de,DE,Megaliter
http://www.brel.com/translations/unit,Mm3,de,DE,Tausend Kubikmeter
http://www.brel.com/translations/unit,TEU,de,DE,Zwanzig-Fuß-Standardcontainer
http://www.brel.com/translations/boolean,false,fr,FR,Faux
http://www.brel.com/translations/boolean,true,fr,FR,Vrai
http://www.brel.com/translations/report-element,abstract,fr,FR,Abstrait
http://www.brel.com/translations/report-element,dimension,fr,FR,Dimension
http://www.brel.com/translations/report-element,member,fr,FR,Membre
http://www.brel.com/translations/report-element,hypercube,fr,FR,Hypercube
http://www.brel.com/translations/report-element,line-items,fr,FR,Postes
http://www.brel.com/translations/report-element,concept,fr,FR,Concept
http://www.brel.com/translations/literal,name,fr,FR,Nom
http://www.brel.com/translations/literal,label,fr,FR,Libellé
http://www.brel.com/translations/literal,report-element-type,fr,FR,Type d’élément de rapport
http://www.brel.com/translations/literal,period-type,fr,FR,Type de période
http://www.brel.com/translations/literal,balance-type,fr,FR,Type de solde
http://www.brel.com/translations/literal,nillable,fr,FR,Peut être nul
http://www.brel.com/translations/literal,data-type,fr,FR,Type de données
http://www.brel.com/translations/literal,none,fr,FR,Aucun
http://www.brel.com/translations/literal,is-explicit,fr,FR,Explicite
http://www.brel.com/translations/literal,dimension-type,fr,FR,Type de dimension
http://www.brel.com/translations/literal,network-identifier,fr,FR,Identifiant de réseau
http://www.brel.com/translations/literal,info,fr,FR,Info
http://www.brel.com/translations/literal,presentation-network,fr,FR,Réseau de présentation
http://www.brel.com/translations/literal,definition-network,fr,FR,Réseau de définition
http://www.brel.com/translations/literal,calculation-network,fr,FR,Réseau de calcul
http://www.brel.com/translations/literal,id,fr,FR,Id
http://www.brel.com/translations/literal,value,fr,FR,Valeur
http://www.brel.com/translations/period-type,instant,fr,FR,Instant
http://www.brel.com/translations/period-type,duration,fr,FR,Durée
http://www.brel.com/translations/balance-type,credit,fr,FR,Crédit
http://www.brel.com/translations/balance-type,debit,fr,FR,Débit
http://www.brel.com/translations/data-type,domainItemType,fr,FR,Domaine
http://www.brel.com/translations/data-type,escapedItemType,fr,FR,Texte échappé
http://www.brel.com/translations/data-type,xmlNodesItemType,fr,FR,Nœuds XML
http://www.brel.com/translations/data-type,xmlItemType,fr,FR,XML
http://www.brel.com/translations/data-type,textBlockItemType,fr,FR,Bloc de texte
http://www.brel.com/translations/data-type,percentItemType,fr,FR,Pourcentage
http://www.brel.com/translations/data-type,perShareItemType,fr,FR,Par action
http://www.brel.com/translations/data-type,areaItemType,fr,FR,Surface
http://www.brel.com/translations/data-type,volumeItemType,fr,FR,Volume
http://www.brel.com/translations/data-type,massItemType,fr,FR,Masse
http://www.brel.com/translations/data-type,weightItemType,fr,FR,Poids
http://www.brel.com/translations/data-type,energyItemType,fr,FR,Énergie
http://www.brel.com/translations/data-type,powerItemType,fr,FR,Puissance
http://www.brel.com/translations/data-type,lengthItemType,fr,FR,Longueur
http://www.brel.com/translations/data-type,memoryItemType,fr,FR,Mémoire
http://www.brel.com/translations/data-type,noDecimalsMonetaryItemType,fr,FR,Monétaire (sans décimales)
http://www.brel.com/translations/data-type,nonNegativeMonetaryItemType,fr,FR,Monétaire (non négatif)
http://www.brel.com/translations/data-type,nonNegativeNoDecimalsMonetaryItemType,fr,FR,"Monétaire (sans décimales, non négatif)"
http://www.brel.com/translations/data-type,insolationItemType,fr,FR,Insolation
http://www.brel.com/translations/data-type,temperatureItemType,fr,FR,Température
http://www.brel.com/translations/data-type,pressureItemType,fr,FR,Pression
http://www.brel.com/translations/data-type,frequencyItemType,fr,FR,Fréquence
http://www.brel.com/translations/data-type,irradianceItemType,fr,FR,Irradiance
http://www.brel.com/translations/data-type,speedItemType,fr,FR,Vitesse
http://www.brel.com/translations/data-type,planeAngleItemType,fr,FR,Angle plan
http://www.brel.com/translations/data-type,voltageItemType,fr,FR,Tension
http://www.brel.com/translations/data-type,electricCurrentItemType,fr,FR,Courant électrique
http://www.brel.com/translations/data-type,forceItemType,fr,FR,Force
http://www.brel.com/translations/data-type,electricChargeItemType,fr,FR,Charge électrique
http://www.brel.com/translations/data-type,guidanceItemType,fr,FR,Guide
http://www.brel.com/translations/data-type,noLangTokenItemType,fr,FR,Jeton (sans langue)
http://www.brel.com/translations/data-type,noLangStringItemType,fr,FR,Texte (sans langue)
http://www.brel.com/translations/data-type,prefixedContentItemType,fr,FR,Contenu préfixé
http://www.brel.com/translations/data-type,prefixedContentType,fr,FR,Contenu préfixé (Type)
http://www.brel.com/translations/data-type,SQNameItemType,fr,FR,SQName
http://www.brel.com/translations/data-type,SQNameType,fr,FR,SQName (Type)
http://www.brel.com/translations/data-type,SQNamesItemType,fr,FR,SQNames
http://www.brel.com/translations/data-type,SQNamesType,fr,FR,SQNames (Type)
http://www.brel.com/translations/data-type,gYearListItemType,fr,FR,Liste d’années
http://www.brel.com/translations/data-type,flowItemType,fr,FR,Flux
http://www.brel.com/translations/data-type,massFlowItemType,fr,FR,Flux de masse
http://www.brel.com/translations/data-type,monetaryPerLengthItemType,fr,FR,Monétaire par longueur
http://www.brel.com/translations/data-type,monetaryPerAreaItemType,fr,FR,Monétaire par surface
http://www.brel.com/translations/data-type,monetaryPerVolumeItemType,fr,FR,Monétaire par volume
http://www.brel.com/translations/data-type,monetaryPerDurationItemType,fr,FR,Monétaire par durée
http://www.brel.com/translations/data-type,monetaryPerEnergyItemType,fr,FR,Monétaire par énergie
http://www.brel.com/translations/data-type,monetaryPerMassItemType,fr,FR,Monétaire par masse
http://www.brel.com/translations/data-type,dateTimeItemType,fr,FR,Date et heure
http://www.brel.com/translations/data-type,ghgEmissionsItemType,fr,FR,Émissions de gaz à effet de serre
http://www.brel.com/translations/data-type,energyPerMonetaryItemType,fr,FR,Énergie par monétaire
http://www.brel.com/translations/data-type,ghgEmissionsPerMonetaryItemType,fr,FR,Émissions de gaz à effet de serre par monétaire
http://www.brel.com/translations/data-type,volumePerMonetaryItemType,fr,FR,Volume par monétaire
http://www.brel.com/translations/data-type,decimalItemType,fr,FR,Nombre décimal
http://www.brel.com/translations/data-type,floatItemType,fr,FR,Nombre à virgule flottante
http://www.brel.com/translations/data-type,doubleItemType,fr,FR,Nombre à double précision
http://www.brel.com/translations/data-type,integerItemType,fr,FR,Entier
http://www.brel.com/translations/data-type,nonPositiveIntegerItemType,fr,FR,Entier (non positif)
http://www.brel.com/translations/data-type,negativeIntegerItemType,fr,FR,Entier (négatif)
http://www.brel.com/translations/data-type,longItemType,fr,FR,Nombre (long)
http://www.brel.com/translations/data-type,intItemType,fr,FR,Nombre (int)
http://www.brel.com/translations/data-type,shortItemType,fr,FR,Nombre (short)
http://www.brel.com/translations/data-type,byteItemType,fr,FR,Nombre (byte)
http://www.brel.com/translations/data-type,nonNegativeIntegerItemType,fr,FR,Entier (non négatif)
http://www.brel.com/translations/data-type,unsignedLongItemType,fr,FR,Nombre (long non signé)
http://www.brel.com/translations/data-type,unsignedIntItemType,fr,FR,Nombre (int non signé)
http://www.brel.com/translations/data-type,unsignedShortItemType,fr,FR,Nombre (short non signé)
http://www.brel.com/translations/data-type,unsignedByteItemType,fr,FR,Nombre (byte non signé)
http://www.brel.com/translations/data-type,positiveIntegerItemType,fr,FR,Entier (positif)
http://www.brel.com/translations/data-type,monetaryItemType,fr,FR,Monétaire
http://www.brel.com/translations/data-type,sharesItemType,fr,FR,Actions
http://www.brel.com/translations/data-type,pureItemType,fr,FR,Nombre pur
http://www.brel.com/translations/data-type,fractionItemType,fr,FR,Fraction
http://www.brel.com/translations/data-type,stringItemType,fr,FR,Texte
http://www.brel.com/translations/data-type,booleanItemType,fr,FR,Booléen
http://www.brel.com/translations/data-type,hexBinaryItemType,fr,FR,Binaire hexadécimal
http://www.brel.com/translations/data-type,base64BinaryItemType,fr,FR,Binaire Base64
http://www.brel.com/translations/data-type,anyURIItemType,fr,FR,URI
http://www.brel.com/translations/data-type,QNameItemType,fr,FR,QName
http://www.brel.com/translations/data-type,durationItemType,fr,FR,Durée
http://www.brel.com/translations/data-type,dateTimeItemType,fr,FR,Date et heure
http://www.brel.com/translations/data-type,timeItemType,fr,FR,Heure
http://www.brel.com/translations/data-type,dateItemType,fr,FR,Date
http://www.brel.com/translations/data-type,gYearMonthItemType,fr,FR,Année-Mois
http://www.brel.com/translations/data-type,gYearItemType,fr,FR,Année
http://www.brel.com/translations/data-type,gMonthDayItemType,fr,FR,Mois-Jour
http://www.brel.com/translations/data-type,gDayItemType,fr,FR,Jour
http://www.brel.com/translations/data-type,gMonthItemType,fr,FR,Mois
http://www.brel.com/translations/data-type,normalizedStringItemType,fr,FR,Texte normalisé
http://www.brel.com/translations/data-type,tokenItemType,fr,FR,Jeton
http://www.brel.com/translations/data-type,languageItemType,fr,FR,Code de langue
http://www.brel.com/translations/data-type,NameItemType,fr,FR,Nom XML
http://www.brel.com/translations/data-type,NCNameItemType,fr,FR,NCName
http://www.brel.com/translations/data-type,perUnitItemType,fr,FR,Par unité
http://www.brel.com/translations/data-type,financialInstrumentGlobalIdentifierItemType,fr,FR,Identifiant global de l'instrument financier
http://www.brel.com/translations/unit,acre,fr,FR,Acre
http://www.brel.com/translations/unit,sqft,fr,FR,Pied carré
http://www.brel.com/translations/unit,sqmi,fr,FR,Mille carré
http://www.brel.com/translations/unit,sqyd,fr,FR,Yard carré
http://www.brel.com/translations/unit,Boe,fr,FR,Baril équivalent pétrole
http://www.brel.com/translations/unit,Btu,fr,FR,Unité thermique britannique
http://www.brel.com/translations/unit,ft_lb,fr,FR,Pied-livre
http://www.brel.com/translations/unit,MBoe,fr,FR,Mille barils équivalent pétrole
http://www.brel.com/translations/unit,Mcfe,fr,FR,Mille pieds cubes équivalent
http://www.brel.com/translations/unit,MMBoe,fr,FR,Millions de barils équivalent pétrole
http://www.brel.com/translations/unit,MMBTU,fr,FR,Millions de BTU
http://www.brel.com/translations/unit,ft,fr,FR,Pied
http://www.brel.com/translations/unit,in,fr,FR,Pouce
http://www.brel.com/translations/unit,mi,fr,FR,Mille
http://www.brel.com/translations/unit,nmi,fr,FR,Mille marin
http://www.brel.com/translations/unit,yd,fr,FR,Yard
http://www.brel.com/translations/unit,lb,fr,FR,Livre
http://www.brel.com/translations/unit,oz,fr,FR,Once
http://www.brel.com/translations/unit,ozt,fr,FR,Once troy
http://www.brel.com/translations/unit,T,fr,FR,Tonne
http://www.brel.com/translations/unit,hp,fr,FR,Cheval-vapeur
http://www.brel.com/translations/unit,bbl,fr,FR,Baril
http://www.brel.com/translations/unit,ft3,fr,FR,Pied cube
http://www.brel.com/translations/unit,gal,fr,FR,Gallon
http://www.brel.com/translations/unit,MBbls,fr,FR,Mille barils
http://www.brel.com/translations/unit,Mcf,fr,FR,Mille pieds cubes
http://www.brel.com/translations/unit,MMBbls,fr,FR,Million de barils
http://www.brel.com/translations/unit,MMcf,fr,FR,Million de pieds cubes
http://www.brel.com/translations/unit,AED,fr,FR,Dirham des Émirats
http://www.brel.com/translations/unit,AFN,fr,FR,Afghani
http://www.brel.com/translations/unit,ALL,fr,FR,Lek albanais
http://www.brel.com/translations/unit,AMD,fr,FR,Dram arménien
http://www.brel.com/translations/unit,ANG,fr,FR,Florin des Antilles néerlandaises
http://www.brel.com/translations/unit,AOA,fr,FR,Kwanza angolais
http://www.brel.com/translations/unit,ARS,fr,FR,Peso argentin
http://www.brel.com/translations/unit,AUD,fr,FR,Dollar australien
http://www.brel.com/translations/unit,AWG,fr,FR,Florin arubais
http://www.brel.com/translations/unit,AZN,fr,FR,Manat azerbaïdjanais
http://www.brel.com/translations/unit,BAM,fr,FR,Mark convertible de Bosnie-Herzégovine
http://www.brel.com/translations/unit,BBD,fr,FR,Dollar barbadien
http://www.brel.com/translations/unit,BDT,fr,FR,Taka bangladais
http://www.brel.com/translations/unit,BGN,fr,FR,Lev bulgare
http://www.brel.com/translations/unit,BHD,fr,FR,Dinar bahreïni
http://www.brel.com/translations/unit,BIF,fr,FR,Franc burundais
http://www.brel.com/translations/unit,BMD,fr,FR,Dollar bermudien
http://www.brel.com/translations/unit,BND,fr,FR,Dollar brunéien
http://www.brel.com/translations/unit,BOB,fr,FR,Boliviano
http://www.brel.com/translations/unit,BOV,fr,FR,Mvdol bolivien
http://www.brel.com/translations/unit,BRL,fr,FR,Réal brésilien
http://www.brel.com/translations/unit,BSD,fr,FR,Dollar bahaméen
http://www.brel.com/translations/unit,BTN,fr,FR,Ngultrum bhoutanais
http://www.brel.com/translations/unit,BWP,fr,FR,Pula botswanais
http://www.brel.com/translations/unit,BYN,fr,FR,Rouble biélorusse
http://www.brel.com/translations/unit,BYR,fr,FR,Rouble biélorusse (ancien)
http://www.brel.com/translations/unit,BZD,fr,FR,Dollar bélizéen
http://www.brel.com/translations/unit,CAD,fr,FR,Dollar canadien
http://www.brel.com/translations/unit,CDF,fr,FR,Franc congolais
http://www.brel.com/translations/unit,CHE,fr,FR,Banque WIR
http://www.brel.com/translations/unit,CHF,fr,FR,Franc suisse
http://www.brel.com/translations/unit,CHW,fr,FR,Banque WIR
http://www.brel.com/translations/unit,CLF,fr,FR,Unidad de Fomento
http://www.brel.com/translations/unit,CLP,fr,FR,Peso chilien
http://www.brel.com/translations/unit,CNY,fr,FR,Yuan chinois
http://www.brel.com/translations/unit,COP,fr,FR,Peso colombien
http://www.brel.com/translations/unit,COU,fr,FR,Unidad de Valor Real
http://www.brel.com/translations/unit,CRC,fr,FR,Colón costaricain
http://www.brel.com/translations/unit,CUC,fr,FR,Peso convertible cubain
http://www.brel.com/translations/unit,CUP,fr,FR,Peso cubain
http://www.brel.com/translations/unit,CVE,fr,FR,Escudo cap-verdien
http://www.brel.com/translations/unit,CZK,fr,FR,Couronne tchèque
http://www.brel.com/translations/unit,DJF,fr,FR,Franc djiboutien
http://www.brel.com/translations/unit,DKK,fr,FR,Couronne danoise
http://www.brel.com/translations/unit,DOP,fr,FR,Peso dominicain
http://www.brel.com/translations/unit,DZD,fr,FR,Dinar algérien
http://www.brel.com/translations/unit,EEK,fr,FR,Couronne estonienne
http://www.brel.com/translations/unit,EGP,fr,FR,Livre égyptienne
http://www.brel.com/translations/unit,ERN,fr,FR,Nakfa érythréen
http://www.brel.com/translations/unit,ETB,fr,FR,Birr éthiopien
http://www.brel.com/translations/unit,EUR,fr,FR,Euro
http://www.brel.com/translations/unit,FJD,fr,FR,Dollar fidjien
http://www.brel.com/translations/unit,FKP,fr,FR,Livre des îles Falkland
http://www.brel.com/translations/unit,GBP,fr,FR,Livre sterling
http://www.brel.com/translations/unit,GEL,fr,FR,Lari géorgien
http://www.brel.com/translations/unit,GHS,fr,FR,Cedi ghanéen
http://www.brel.com/translations/unit,GIP,fr,FR,Livre de Gibraltar
http://www.brel.com/translations/unit,GMD,fr,FR,Dalasi gambien
http://www.brel.com/translations/unit,GNF,fr,FR,Franc guinéen
http://www.brel.com/translations/unit,GTQ,fr,FR,Quetzal guatémaltèque
http://www.brel.com/translations/unit,GYD,fr,FR,Dollar guyanais
http://www.brel.com/translations/unit,HKD,fr,FR,Dollar de Hong Kong
http://www.brel.com/translations/unit,HNL,fr,FR,Lempira hondurien
http://www.brel.com/translations/unit,HRK,fr,FR,Kuna croate
http://www.brel.com/translations/unit,HTG,fr,FR,Gourde haïtienne
http://www.brel.com/translations/unit,HUF,fr,FR,Forint hongrois
http://www.brel.com/translations/unit,IDR,fr,FR,Roupie indonésienne
http://www.brel.com/translations/unit,ILS,fr,FR,Nouveau shekel israélien
http://www.brel.com/translations/unit,INR,fr,FR,Roupie indienne
http://www.brel.com/translations/unit,IQD,fr,FR,Dinar irakien
http://www.brel.com/translations/unit,IRR,fr,FR,Rial iranien
http://www.brel.com/translations/unit,ISK,fr,FR,Couronne islandaise
http://www.brel.com/translations/unit,JMD,fr,FR,Dollar jamaïcain
http://www.brel.com/translations/unit,JOD,fr,FR,Dinar jordanien
http://www.brel.com/translations/unit,JPY,fr,FR,Yen japonais
http://www.brel.com/translations/unit,KES,fr,FR,Shilling kényan
http://www.brel.com/translations/unit,KGS,fr,FR,Som kirghize
http://www.brel.com/translations/unit,KHR,fr,FR,Riel cambodgien
http://www.brel.com/translations/unit,KMF,fr,FR,Franc comorien
http://www.brel.com/translations/unit,KPW,fr,FR,Won nord-coréen
http://www.brel.com/translations/unit,KRW,fr,FR,Won sud-coréen
http://www.brel.com/translations/unit,KWD,fr,FR,Dinar koweïtien
http://www.brel.com/translations/unit,KYD,fr,FR,Dollar des îles Caïmans
http://www.brel.com/translations/unit,KZT,fr,FR,Tenge kazakh
http://www.brel.com/translations/unit,LAK,fr,FR,Kip laotien
http://www.brel.com/translations/unit,LBP,fr,FR,Livre libanaise
http://www.brel.com/translations/unit,LKR,fr,FR,Roupie srilankaise
http://www.brel.com/translations/unit,LRD,fr,FR,Dollar libérien
http://www.brel.com/translations/unit,LSL,fr,FR,Loti lesothien
http://www.brel.com/translations/unit,LTL,fr,FR,Litas lituanien
http://www.brel.com/translations/unit,LVL,fr,FR,Lats letton
http://www.brel.com/translations/unit,LYD,fr,FR,Dinar libyen
http://www.brel.com/translations/unit,MAD,fr,FR,Dirham marocain
http://www.brel.com/translations/unit,MDL,fr,FR,Leu moldave
http://www.brel.com/translations/unit,MGA,fr,FR,Ariary malgache
http://www.brel.com/translations/unit,MKD,fr,FR,Denar macédonien
http://www.brel.com/translations/unit,MMK,fr,FR,Kyat myanmarais
http://www.brel.com/translations/unit,MNT,fr,FR,Tugrik mongol
http://www.brel.com/translations/unit,MOP,fr,FR,Pataca macanaise
http://www.brel.com/translations/unit,MRO,fr,FR,Ouguiya mauritanien (ancien)
http://www.brel.com/translations/unit,MRU,fr,FR,Ouguiya mauritanien
http://www.brel.com/translations/unit,MUR,fr,FR,Roupie mauricienne
http://www.brel.com/translations/unit,MVR,fr,FR,Rufiyaa maldivien
http://www.brel.com/translations/unit,MWK,fr,FR,Kwacha malawite
http://www.brel.com/translations/unit,MXN,fr,FR,Peso mexicain
http://www.brel.com/translations/unit,MXV,fr,FR,UDI mexicaine
http://www.brel.com/translations/unit,MYR,fr,FR,Ringgit malaisien
http://www.brel.com/translations/unit,MZN,fr,FR,Metical mozambicain
http://www.brel.com/translations/unit,NAD,fr,FR,Dollar namibien
http://www.brel.com/translations/unit,NGN,fr,FR,Naira nigérian
http://www.brel.com/translations/unit,NIO,fr,FR,Córdoba oro
http://www.brel.com/translations/unit,NOK,fr,FR,Couronne norvégienne
http://www.brel.com/translations/unit,NPR,fr,FR,Roupie népalaise
http://www.brel.com/translations/unit,NZD,fr,FR,Dollar néo-zélandais
http://www.brel.com/translations/unit,OMR,fr,FR,Rial omanais
http://www.brel.com/translations/unit,PAB,fr,FR,Balboa panaméen
http://www.brel.com/translations/unit,PEN,fr,FR,Nouveau sol péruvien
http://www.brel.com/translations/unit,PGK,fr,FR,Kina papou-néo-guinéen
http://www.brel.com/translations/unit,PHP,fr,FR,Peso philippin
http://www.brel.com/translations/unit,PKR,fr,FR,Roupie pakistanaise
http://www.brel.com/translations/unit,PLN,fr,FR,Złoty polonais
http://www.brel.com/translations/unit,PYG,fr,FR,Guaraní paraguayen
http://www.brel.com/translations/unit,QAR,fr,FR,Rial qatari
http://www.brel.com/translations/unit,RON,fr,FR,Nouveau leu roumain
http://www.brel.com/translations/unit,RSD,fr,FR,Dinar serbe
http://www.brel.com/translations/unit,RUB,fr,FR,Rouble
http://www.brel.com/translations/unit,RWF,fr,FR,Franc rwandais
http://www.brel.com/translations/unit,SAR,fr,FR,Rial saoudien
http://www.brel.com/translations/unit,SBD,fr,FR,Dollar des îles Salomon
http://www.brel.com/translations/unit,SCR,fr,FR,Roupie seychelloise
http://www.brel.com/translations/unit,SDG,fr,FR,Livre soudanaise
http://www.brel.com/translations/unit,SEK,fr,FR,Couronne suédoise
http://www.brel.com/translations/unit,SGD,fr,FR,Dollar singapourien
http://www.brel.com/translations/unit,SHP,fr,FR,Livre de Sainte-Hélène
http://www.brel.com/translations/unit,SLL,fr,FR,Leone
http://www.brel.com/translations/unit,SLE,fr,FR,Leone
http://www.brel.com/translations/unit,SOS,fr,FR,Shilling somalien
http://www.brel.com/translations/unit,SRD,fr,FR,Dollar surinamien
http://www.brel.com/translations/unit,SSP,fr,FR,Livre du Soudan du Sud
http://www.brel.com/translations/unit,STD,fr,FR,Dobra de São Tomé-et-Príncipe (ancien)
http://www.brel.com/translations/unit,STN,fr,FR,Dobra
http://www.brel.com/translations/unit,SVC,fr,FR,Colón salvadorien
http://www.brel.com/translations/unit,SYP,fr,FR,Livre syrienne
http://www.brel.com/translations/unit,SZL,fr,FR,Lilangeni
http://www.brel.com/translations/unit,THB,fr,FR,Baht
http://www.brel.com/translations/unit,TJS,fr,FR,Somoni tadjik
http://www.brel.com/translations/unit,TMT,fr,FR,Manat turkmène
http://www.brel.com/translations/unit,TND,fr,FR,Dinar tunisien
http://www.brel.com/translations/unit,TOP,fr,FR,Paʻanga
http://www.brel.com/translations/unit,TRY,fr,FR,Livre turque
http://www.brel.com/translations/unit,TTD,fr,FR,Dollar de Trinité-et-Tobago
http://www.brel.com/translations/unit,TWD,fr,FR,Nouveau dollar taïwanais
http://www.brel.com/translations/unit,TZS,fr,FR,Shilling tanzanien
http://www.brel.com/translations/unit,UAH,fr,FR,Hryvnia
http://www.brel.com/translations/unit,UGX,fr,FR,Shilling ougandais
http://www.brel.com/translations/unit,USD,fr,FR,Dollar américain
http://www.brel.com/translations/unit,USN,fr,FR,Dollar américain (jour suivant)
http://www.brel.com/translations/unit,USS,fr,FR,Dollar américain (jour même)
http://www.brel.com/translations/unit,UYI,fr,FR,Uruguay Peso en Unidades Indexadas
http://www.brel.com/translations/unit,UYU,fr,FR,Peso uruguayen
http://www.brel.com/translations/unit,UYW,fr,FR,Unidad Previsional
http://www.brel.com/translations/unit,UZS,fr,FR,Som ouzbek
http://www.brel.com/translations/unit,VEB,fr,FR,Bolívar vénézuélien (ancien)
http://www.brel.com/translations/unit,VEF,fr,FR,Bolívar fuerte vénézuélien (ancien)
http://www.brel.com/translations/unit,VES,fr,FR,Bolívar souverain
http://www.brel.com/translations/unit,VED,fr,FR,Bolívar souverain
http://www.brel.com/translations/unit,VND,fr,FR,Đồng vietnamien
http://www.brel.com/translations/unit,VUV,fr,FR,Vatu vanuatais
http://www.brel.com/translations/unit,WST,fr,FR,Tala samoan
http://www.brel.com/translations/unit,XAF,fr,FR,Franc CFA BEAC
http://www.brel.com/translations/unit,XAG,fr,FR,Argent
http://www.brel.com/translations/unit,XAU,fr,FR,Or
http://www.brel.com/translations/unit,XBA,fr,FR,EURCO
http://www.brel.com/translations/unit,XBB,fr,FR,UEM-6
http://www.brel.com/translations/unit,XBC,fr,FR,UE-9
http://www.brel.com/translations/unit,XBD,fr,FR,UE-17
http://www.brel.com/translations/unit,XCD,fr,FR,Dollar des Caraïbes orientales
http://www.brel.com/translations/unit,XDR,fr,FR,Droits de tirage spéciaux
http://www.brel.com/translations/unit,XFU,fr,FR,Franc UIC
http://www.brel.com/translations/unit,XOF,fr,FR,Franc CFA BCEAO
http://www.brel.com/translations/unit,XPD,fr,FR,Palladium
http://www.brel.com/translations/unit,XPF,fr,FR,Franc CFP
http://www.brel.com/translations/unit,XPT,fr,FR,Platine
http://www.brel.com/translations/unit,XSU,fr,FR,SUCRE
http://www.brel.com/translations/unit,XUA,fr,FR,Unité de compte de la BAD
http://www.brel.com/translations/unit,YER,fr,FR,Rial yéménite
http://www.brel.com/translations/unit,ZAR,fr,FR,Rand sud-africain
http://www.brel.com/translations/unit,ZMK,fr,FR,Kwacha zambien (ancien)
http://www.brel.com/translations/unit,ZMW,fr,FR,Kwacha zambien
http://www.brel.com/translations/unit,ZWG,fr,FR,Or du Zimbabwe
http://www.brel.com/translations/unit,ZWL,fr,FR,Dollar zimbabwéen
http://www.brel.com/translations/unit,Cal,fr,FR,Calorie
http://www.brel.com/translations/unit,t,fr,FR,Tonne
http://www.brel.com/translations/unit,B,fr,FR,Octet
http://www.brel.com/translations/unit,GB,fr,FR,Gigaoctet
http://www.brel.com/translations/unit,kB,fr,FR,Kilooctet
http://www.brel.com/translations/unit,MB,fr,FR,Mégaoctet
http://www.brel.com/translations/unit,TB,fr,FR,Téraoctet
http://www.brel.com/translations/unit,ha,fr,FR,Hectare
http://www.brel.com/translations/unit,sqkm,fr,FR,Kilomètre carré
http://www.brel.com/translations/unit,sqm,fr,FR,Mètre carré
http://www.brel.com/translations/unit,A,fr,FR,Ampère
http://www.brel.com/translations/unit,J,fr,FR,Joule
http://www.brel.com/translations/unit,kJ,fr,FR,Kilojoule
http://www.brel.com/translations/unit,kWh,fr,FR,Kilowatt-heure
http://www.brel.com/translations/unit,mJ,fr,FR,Millijoule
http://www.brel.com/translations/unit,MWh,fr,FR,Mégawatt-heure
http://www.brel.com/translations/unit,V,fr,FR,Volt
http://www.brel.com/translations/unit,Hz,fr,FR,Hertz
