namespace,localname,language,locale,value
http://www.brel.com/translations/unit,Mm3,en,US,Thousand cubic metres
http://www.brel.com/translations/unit,TEU,en,US,Twenty-foot equivalent unit
http://www.brel.com/translations/boolean,false,de,DE,Falsch
http://www.brel.com/translations/boolean,true,de,DE,Wahr
http://www.brel.com/translations/report-element,abstract,de,DE,Abstrakt
http://www.brel.com/translations/report-element,dimension,de,DE,Dimension
http://www.brel.com/translations/report-element,member,de,DE,Mitglied
http://www.brel.com/translations/report-element,hypercube,de,DE,Hyperwürfel
http://www.brel.com/translations/report-element,line-items,de,DE,Posten
http://www.brel.com/translations/report-element,concept,de,DE,Konzept
http://www.brel.com/translations/literal,name,de,DE,Name
http://www.brel.com/translations/literal,label,de,DE,Bezeichnung
http://www.brel.com/translations/literal,report-element-type,de,DE,Berichtselementtyp
http://www.brel.com/translations/literal,period-type,de,DE,Zeitraumtyp
http://www.brel.com/translations/literal,balance-type,de,DE,Saldoart
http://www.brel.com/translations/literal,nillable,de,DE,Kann leer sein
http://www.brel.com/translations/literal,data-type,de,DE,Datentyp
http://www.brel.com/translations/literal,none,de,DE,Keine
http://www.brel.com/translations/literal,is-explicit,de,DE,Explizit
http://www.brel.com/translations/literal,dimension-type,de,DE,Dimensionstyp
http://www.brel.com/translations/literal,network-identifier,de,DE,Netzwerkkennung
http://www.brel.com/translations/literal,info,de,DE,Info
http://www.brel.com/translations/literal,presentation-network,de,DE,Präsentationsnetzwerk
http://www.brel.com/translations/literal,definition-network,de,DE,Definitionsnetzwerk
http://www.brel.com/translations/literal,calculation-network,de,DE,Berechnungsnetzwerk
http://www.brel.com/translations/literal,id,de,DE,ID
http://www.brel.com/translations/literal,value,de,DE,Wert
http://www.brel.com/translations/period-type,instant,de,DE,Zeitpunkt
http://www.brel.com/translations/period-type,duration,de,DE,Zeitraum
http://www.brel.com/translations/balance-type,credit,de,DE,Haben
http://www.brel.com/translations/balance-type,debit,de,DE,Soll
http://www.brel.com/translations/data-type,domainItemType,de,DE,Domäne
http://www.brel.com/translations/data-type,escapedItemType,de,DE,Escape-Text
http://www.brel.com/translations/data-type,xmlNodesItemType,de,DE,XML-Knoten
http://www.brel.com/translations/data-type,xmlItemType,de,DE,XML
http://www.brel.com/translations/data-type,textBlockItemType,de,DE,Textblock
http://www.brel.com/translations/data-type,percentItemType,de,DE,Prozent
http://www.brel.com/translations/data-type,perShareItemType,de,DE,Pro Aktie
http://www.brel.com/translations/data-type,areaItemType,de,DE,Fläche
http://www.brel.com/translations/data-type,volumeItemType,de,DE,Volumen
http://www.brel.com/translations/data-type,massItemType,de,DE,Masse
http://www.brel.com/translations/data-type,weightItemType,de,DE,Gewicht
http://www.brel.com/translations/data-type,energyItemType,de,DE,Energie
http://www.brel.com/translations/data-type,powerItemType,de,DE,Leistung
http://www.brel.com/translations/data-type,lengthItemType,de,DE,Länge
http://www.brel.com/translations/data-type,memoryItemType,de,DE,Speicher
http://www.brel.com/translations/data-type,noDecimalsMonetaryItemType,de,DE,Monetär (keine Dezimalstellen)
http://www.brel.com/translations/data-type,nonNegativeMonetaryItemType,de,DE,Monetär (nicht negativ)
http://www.brel.com/translations/data-type,nonNegativeNoDecimalsMonetaryItemType,de,DE,"Monetär (keine Dezimalstellen, nicht negativ)"
http://www.brel.com/translations/data-type,insolationItemType,de,DE,Sonneneinstrahlung
http://www.brel.com/translations/data-type,temperatureItemType,de,DE,Temperatur
http://www.brel.com/translations/data-type,pressureItemType,de,DE,Druck
http://www.brel.com/translations/data-type,frequencyItemType,de,DE,Frequenz
http://www.brel.com/translations/data-type,irradianceItemType,de,DE,Bestrahlungsstärke
http://www.brel.com/translations/data-type,speedItemType,de,DE,Geschwindigkeit
http://www.brel.com/translations/data-type,planeAngleItemType,de,DE,Ebenenwinkel
http://www.brel.com/translations/data-type,voltageItemType,de,DE,Spannung
http://www.brel.com/translations/data-type,electricCurrentItemType,de,DE,Elektrischer Strom
http://www.brel.com/translations/data-type,forceItemType,de,DE,Kraft
http://www.brel.com/translations/data-type,electricChargeItemType,de,DE,Elektrische Ladung
http://www.brel.com/translations/data-type,guidanceItemType,de,DE,Anleitung
http://www.brel.com/translations/data-type,noLangTokenItemType,de,DE,Token (keine Sprache)
http://www.brel.com/translations/data-type,noLangStringItemType,de,DE,Text (keine Sprache)
http://www.brel.com/translations/data-type,prefixedContentItemType,de,DE,Präfixinhalt
http://www.brel.com/translations/data-type,prefixedContentType,de,DE,Präfixinhalt (Typ)
http://www.brel.com/translations/data-type,SQNameItemType,de,DE,SQName
http://www.brel.com/translations/data-type,SQNameType,de,DE,SQName (Typ)
http://www.brel.com/translations/data-type,SQNamesItemType,de,DE,SQNames
http://www.brel.com/translations/data-type,SQNamesType,de,DE,SQNames (Typ)
http://www.brel.com/translations/data-type,gYearListItemType,de,DE,Jahresliste
http://www.brel.com/translations/data-type,flowItemType,de,DE,Strom
http://www.brel.com/translations/data-type,massFlowItemType,de,DE,Massenstrom
http://www.brel.com/translations/data-type,monetaryPerLengthItemType,de,DE,Monetär pro Länge
http://www.brel.com/translations/data-type,monetaryPerAreaItemType,de,DE,Monetär pro Fläche
http://www.brel.com/translations/data-type,monetaryPerVolumeItemType,de,DE,Monetär pro Volumen
http://www.brel.com/translations/data-type,monetaryPerDurationItemType,de,DE,Monetär pro Zeitraum
http://www.brel.com/translations/data-type,monetaryPerEnergyItemType,de,DE,Monetär pro Energie
http://www.brel.com/translations/data-type,monetaryPerMassItemType,de,DE,Monetär pro Masse
http://www.brel.com/translations/data-type,dateTimeItemType,de,DE,Datum und Uhrzeit
http://www.brel.com/translations/data-type,ghgEmissionsItemType,de,DE,Treibhausgasemissionen
http://www.brel.com/translations/data-type,energyPerMonetaryItemType,de,DE,Energie pro Monetär
http://www.brel.com/translations/data-type,ghgEmissionsPerMonetaryItemType,de,DE,Treibhausgasemissionen pro Monetär
http://www.brel.com/translations/data-type,volumePerMonetaryItemType,de,DE,Volumen pro Monetär
http://www.brel.com/translations/data-type,decimalItemType,de,DE,Dezimalzahl
http://www.brel.com/translations/data-type,floatItemType,de,DE,Gleitkommazahl
http://www.brel.com/translations/data-type,doubleItemType,de,DE,Doppelgenaue Gleitkommazahl
http://www.brel.com/translations/data-type,integerItemType,de,DE,Ganzzahl
http://www.brel.com/translations/data-type,nonPositiveIntegerItemType,de,DE,Ganzzahl (nicht positiv)
http://www.brel.com/translations/data-type,negativeIntegerItemType,de,DE,Ganzzahl (negativ)
http://www.brel.com/translations/data-type,longItemType,de,DE,Zahl (long)
http://www.brel.com/translations/data-type,intItemType,de,DE,Zahl (int)
http://www.brel.com/translations/data-type,shortItemType,de,DE,Zahl (short)
http://www.brel.com/translations/data-type,byteItemType,de,DE,Zahl (byte)
http://www.brel.com/translations/data-type,nonNegativeIntegerItemType,de,DE,Ganzzahl (nicht negativ)
http://www.brel.com/translations/data-type,unsignedLongItemType,de,DE,Zahl (unsigned long)
http://www.brel.com/translations/data-type,unsignedIntItemType,de,DE,Zahl (unsigned int)
http://www.brel.com/translations/data-type,unsignedShortItemType,de,DE,Zahl (unsigned short)
http://www.brel.com/translations/data-type,unsignedByteItemType,de,DE,Zahl (unsigned byte)
http://www.brel.com/translations/data-type,positiveIntegerItemType,de,DE,Ganzzahl (positiv)
http://www.brel.com/translations/data-type,monetaryItemType,de,DE,Monetär
http://www.brel.com/translations/data-type,sharesItemType,de,DE,Aktien
http://www.brel.com/translations/data-type,pureItemType,de,DE,Reine Zahl
http://www.brel.com/translations/data-type,fractionItemType,de,DE,Bruch
http://www.brel.com/translations/data-type,stringItemType,de,DE,Text
http://www.brel.com/translations/data-type,booleanItemType,de,DE,Boolean
http://www.brel.com/translations/data-type,hexBinaryItemType,de,DE,Hexadezimal-Binär
http://www.brel.com/translations/data-type,base64BinaryItemType,de,DE,Base64-Binär
http://www.brel.com/translations/data-type,anyURIItemType,de,DE,URI
http://www.brel.com/translations/data-type,QNameItemType,de,DE,QName
http://www.brel.com/translations/data-type,durationItemType,de,DE,Dauer
http://www.brel.com/translations/data-type,dateTimeItemType,de,DE,Datum und Uhrzeit
http://www.brel.com/translations/data-type,timeItemType,de,DE,Uhrzeit
http://www.brel.com/translations/data-type,dateItemType,de,DE,Datum
http://www.brel.com/translations/data-type,gYearMonthItemType,de,DE,Jahr-Monat
http://www.brel.com/translations/data-type,gYearItemType,de,DE,Jahr
http://www.brel.com/translations/data-type,gMonthDayItemType,de,DE,Monat-Tag
http://www.brel.com/translations/data-type,gDayItemType,de,DE,Tag
http://www.brel.com/translations/data-type,gMonthItemType,de,DE,Monat
http://www.brel.com/translations/data-type,normalizedStringItemType,de,DE,Normalisierter Text
http://www.brel.com/translations/data-type,tokenItemType,de,DE,Token
http://www.brel.com/translations/data-type,languageItemType,de,DE,Sprachcode
http://www.brel.com/translations/data-type,NameItemType,de,DE,XML-Name
http://www.brel.com/translations/data-type,NCNameItemType,de,DE,NCName
http://www.brel.com/translations/data-type,perUnitItemType,de,DE,Pro Einheit
http://www.brel.com/translations/data-type,financialInstrumentGlobalIdentifierItemType,de,DE,Globaler Bezeichner des Finanzinstruments
http://www.brel.com/translations/unit,acre,de,DE,Acre
http://www.brel.com/translations/unit,sqft,de,DE,Quadratfuß
http://www.brel.com/translations/unit,sqmi,de,DE,Quadratmeile
http://www.brel.com/translations/unit,sqyd,de,DE,Quadratyard
http://www.brel.com/translations/unit,Boe,de,DE,Barrel Öläquivalent
http://www.brel.com/translations/unit,Btu,de,DE,Britische Wärmeeinheit
http://www.brel.com/translations/unit,ft_lb,de,DE,Fuß-Pfund
http://www.brel.com/translations/unit,MBoe,de,DE,Tausend Barrel Öläquivalent
http://www.brel.com/translations/unit,Mcfe,de,DE,Tausend Kubikfuß-Äquivalent
http://www.brel.com/translations/unit,MMBoe,de,DE,Millionen Barrel Öläquivalent
http://www.brel.com/translations/unit,MMBTU,de,DE,Millionen BTU
http://www.brel.com/translations/unit,ft,de,DE,Fuß
http://www.brel.com/translations/unit,in,de,DE,Zoll
http://www.brel.com/translations/unit,mi,de,DE,Meile
http://www.brel.com/translations/unit,nmi,de,DE,Seemeile
http://www.brel.com/translations/unit,yd,de,DE,Yard
http://www.brel.com/translations/unit,lb,de,DE,Pfund
http://www.brel.com/translations/unit,oz,de,DE,Unze
http://www.brel.com/translations/unit,ozt,de,DE,Feinunze
http://www.brel.com/translations/unit,T,de,DE,Tonne
http://www.brel.com/translations/unit,hp,de,DE,Pferdestärke
http://www.brel.com/translations/unit,bbl,de,DE,Fass
http://www.brel.com/translations/unit,ft3,de,DE,Kubikfuß
http://www.brel.com/translations/unit,gal,de,DE,Gallone
http://www.brel.com/translations/unit,MBbls,de,DE,Tausend Barrel
http://www.brel.com/translations/unit,Mcf,de,DE,Tausend Kubikfuß
http://www.brel.com/translations/unit,MMBbls,de,DE,Million Barrel
http://www.brel.com/translations/unit,MMcf,de,DE,Millionen Kubikfuß
http://www.brel.com/translations/unit,AED,de,DE,VAE-Dirham
http://www.brel.com/translations/unit,AFN,de,DE,Afghani
http://www.brel.com/translations/unit,ALL,de,DE,Albanischer Lek
http://www.brel.com/translations/unit,AMD,de,DE,Armenischer Dram
http://www.brel.com/translations/unit,ANG,de,DE,Niederländisch-Antillischer Gulden
http://www.brel.com/translations/unit,AOA,de,DE,Angolanischer Kwanza
http://www.brel.com/translations/unit,ARS,de,DE,Argentinischer Peso
http://www.brel.com/translations/unit,AUD,de,DE,Australischer Dollar
http://www.brel.com/translations/unit,AWG,de,DE,Aruba-Florin
http://www.brel.com/translations/unit,AZN,de,DE,Aserbaidschanischer Manat
http://www.brel.com/translations/unit,BAM,de,DE,Bosnische Konvertible Mark
http://www.brel.com/translations/unit,BBD,de,DE,Barbados-Dollar
http://www.brel.com/translations/unit,BDT,de,DE,Bangladesch-Taka
http://www.brel.com/translations/unit,BGN,de,DE,Bulgarischer Lew
http://www.brel.com/translations/unit,BHD,de,DE,Bahrain-Dinar
http://www.brel.com/translations/unit,BIF,de,DE,Burundi-Franc
http://www.brel.com/translations/unit,BMD,de,DE,Bermudadollar
http://www.brel.com/translations/unit,BND,de,DE,Brunei-Dollar
http://www.brel.com/translations/unit,BOB,de,DE,Boliviano
http://www.brel.com/translations/unit,BOV,de,DE,Bolivianischer Mvdol
http://www.brel.com/translations/unit,BRL,de,DE,Brasilianischer Real
http://www.brel.com/translations/unit,BSD,de,DE,Bahamas-Dollar
http://www.brel.com/translations/unit,BTN,de,DE,Bhutanischer Ngultrum
http://www.brel.com/translations/unit,BWP,de,DE,Botswana-Pula
http://www.brel.com/translations/unit,BYN,de,DE,Weißrussischer Rubel
http://www.brel.com/translations/unit,BYR,de,DE,Weißrussischer Rubel (alt)
http://www.brel.com/translations/unit,BZD,de,DE,Belize-Dollar
http://www.brel.com/translations/unit,CAD,de,DE,Kanadischer Dollar
http://www.brel.com/translations/unit,CDF,de,DE,Kongolesischer Franc
http://www.brel.com/translations/unit,CHE,de,DE,WIR Bank
http://www.brel.com/translations/unit,CHF,de,DE,Schweizer Franken
http://www.brel.com/translations/unit,CHW,de,DE,WIR Bank
http://www.brel.com/translations/unit,CLF,de,DE,Unidad de Fomento
http://www.brel.com/translations/unit,CLP,de,DE,Chilenischer Peso
http://www.brel.com/translations/unit,CNY,de,DE,Chinesischer Yuan
http://www.brel.com/translations/unit,COP,de,DE,Kolumbianischer Peso
http://www.brel.com/translations/unit,COU,de,DE,Unidad de Valor Real
http://www.brel.com/translations/unit,CRC,de,DE,Costa-Rica-Colón
http://www.brel.com/translations/unit,CUC,de,DE,Kubanischer Konvertibler Peso
http://www.brel.com/translations/unit,CUP,de,DE,Kubanischer Peso
http://www.brel.com/translations/unit,CVE,de,DE,Kapverdischer Escudo
http://www.brel.com/translations/unit,CZK,de,DE,Tschechische Krone
http://www.brel.com/translations/unit,DJF,de,DE,Dschibutischer Franc
http://www.brel.com/translations/unit,DKK,de,DE,Dänische Krone
http://www.brel.com/translations/unit,DOP,de,DE,Dominikanischer Peso
http://www.brel.com/translations/unit,DZD,de,DE,Algerischer Dinar
http://www.brel.com/translations/unit,EEK,de,DE,Estnische Krone
http://www.brel.com/translations/unit,EGP,de,DE,Ägyptisches Pfund
http://www.brel.com/translations/unit,ERN,de,DE,Eritreischer Nakfa
http://www.brel.com/translations/unit,ETB,de,DE,Äthiopischer Birr
http://www.brel.com/translations/unit,EUR,de,DE,Euro
http://www.brel.com/translations/unit,FJD,de,DE,Fidschi-Dollar
http://www.brel.com/translations/unit,FKP,de,DE,Falkland-Pfund
http://www.brel.com/translations/unit,GBP,de,DE,Pfund Sterling
http://www.brel.com/translations/unit,GEL,de,DE,Georgischer Lari
http://www.brel.com/translations/unit,GHS,de,DE,Ghana-Cedi
http://www.brel.com/translations/unit,GIP,de,DE,Gibraltar-Pfund
http://www.brel.com/translations/unit,GMD,de,DE,Gambischer Dalasi
http://www.brel.com/translations/unit,GNF,de,DE,Guineischer Franc
http://www.brel.com/translations/unit,GTQ,de,DE,Guatemaltekischer Quetzal
http://www.brel.com/translations/unit,GYD,de,DE,Guyana-Dollar
http://www.brel.com/translations/unit,HKD,de,DE,Hongkong-Dollar
http://www.brel.com/translations/unit,HNL,de,DE,Honduranische Lempira
http://www.brel.com/translations/unit,HRK,de,DE,Kroatischer Kuna
http://www.brel.com/translations/unit,HTG,de,DE,Haitianische Gourde
http://www.brel.com/translations/unit,HUF,de,DE,Ungarischer Forint
http://www.brel.com/translations/unit,IDR,de,DE,Indonesische Rupiah
http://www.brel.com/translations/unit,ILS,de,DE,Israelischer Neuer Schekel
http://www.brel.com/translations/unit,INR,de,DE,Indische Rupie
http://www.brel.com/translations/unit,IQD,de,DE,Irakischer Dinar
http://www.brel.com/translations/unit,IRR,de,DE,Iranischer Rial
http://www.brel.com/translations/unit,ISK,de,DE,Isländische Króna
http://www.brel.com/translations/unit,JMD,de,DE,Jamaika-Dollar
http://www.brel.com/translations/unit,JOD,de,DE,Jordanischer Dinar
http://www.brel.com/translations/unit,JPY,de,DE,Japanischer Yen
http://www.brel.com/translations/unit,KES,de,DE,Kenianischer Schilling
http://www.brel.com/translations/unit,KGS,de,DE,Kirgisischer Som
http://www.brel.com/translations/unit,KHR,de,DE,Kambodschanischer Riel
http://www.brel.com/translations/unit,KMF,de,DE,Komoren-Franc
http://www.brel.com/translations/unit,KPW,de,DE,Nordkoreanischer Won
http://www.brel.com/translations/unit,KRW,de,DE,Südkoreanischer Won
http://www.brel.com/translations/unit,KWD,de,DE,Kuwait-Dinar
http://www.brel.com/translations/unit,KYD,de,DE,Kaiman-Dollar
http://www.brel.com/translations/unit,KZT,de,DE,Kasachischer Tenge
http://www.brel.com/translations/unit,LAK,de,DE,Laotischer Kip
http://www.brel.com/translations/unit,LBP,de,DE,Libanesisches Pfund
http://www.brel.com/translations/unit,LKR,de,DE,Sri-Lanka-Rupie
http://www.brel.com/translations/unit,LRD,de,DE,Liberianischer Dollar
http://www.brel.com/translations/unit,LSL,de,DE,Lesothischer Loti
http://www.brel.com/translations/unit,LTL,de,DE,Litauischer Litas
http://www.brel.com/translations/unit,LVL,de,DE,Lettischer Lats
http://www.brel.com/translations/unit,LYD,de,DE,Libyscher Dinar
http://www.brel.com/translations/unit,MAD,de,DE,Marokkanischer Dirham
http://www.brel.com/translations/unit,MDL,de,DE,Moldauischer Leu
http://www.brel.com/translations/unit,MGA,de,DE,Madagassischer Ariary
http://www.brel.com/translations/unit,MKD,de,DE,Mazedonischer Denar
http://www.brel.com/translations/unit,MMK,de,DE,Myanma-Kyat
http://www.brel.com/translations/unit,MNT,de,DE,Mongolischer Tugrik
http://www.brel.com/translations/unit,MOP,de,DE,Macao-Pataca
http://www.brel.com/translations/unit,MRO,de,DE,Mauretanischer Ouguiya (alt)
http://www.brel.com/translations/unit,MRU,de,DE,Mauretanischer Ouguiya
http://www.brel.com/translations/unit,MUR,de,DE,Mauritius-Rupie
http://www.brel.com/translations/unit,MVR,de,DE,Maledivische Rufiyaa
http://www.brel.com/translations/unit,MWK,de,DE,Malawische Kwacha
http://www.brel.com/translations/unit,MXN,de,DE,Mexikanischer Peso
http://www.brel.com/translations/unit,MXV,de,DE,Mexikanische UDI
http://www.brel.com/translations/unit,MYR,de,DE,Malaysischer Ringgit
http://www.brel.com/translations/unit,MZN,de,DE,Mosambikanischer Metical
http://www.brel.com/translations/unit,NAD,de,DE,Namibischer Dollar
http://www.brel.com/translations/unit,NGN,de,DE,Nigerianische Naira
http://www.brel.com/translations/unit,NIO,de,DE,Cordoba Oro
http://www.brel.com/translations/unit,NOK,de,DE,Norwegische Krone
http://www.brel.com/translations/unit,NPR,de,DE,Nepalesische Rupie
http://www.brel.com/translations/unit,NZD,de,DE,Neuseeland-Dollar
http://www.brel.com/translations/unit,OMR,de,DE,Omanischer Rial
http://www.brel.com/translations/unit,PAB,de,DE,Panamaischer Balboa
http://www.brel.com/translations/unit,PEN,de,DE,Peruanischer Nuevo Sol
http://www.brel.com/translations/unit,PGK,de,DE,Papua-Neuguinea-Kina
http://www.brel.com/translations/unit,PHP,de,DE,Philippinischer Peso
http://www.brel.com/translations/unit,PKR,de,DE,Pakistanische Rupie
http://www.brel.com/translations/unit,PLN,de,DE,Polnischer Złoty
http://www.brel.com/translations/unit,PYG,de,DE,Paraguayischer Guaraní
http://www.brel.com/translations/unit,QAR,de,DE,Katar-Rial
http://www.brel.com/translations/unit,RON,de,DE,Rumänischer Neuer Leu
http://www.brel.com/translations/unit,RSD,de,DE,Serbischer Dinar
http://www.brel.com/translations/unit,RUB,de,DE,Russischer Rubel
http://www.brel.com/translations/unit,RWF,de,DE,Ruandischer Franc
http://www.brel.com/translations/unit,SAR,de,DE,Saudi-Rial
http://www.brel.com/translations/unit,SBD,de,DE,Salomonen-Dollar
http://www.brel.com/translations/unit,SCR,de,DE,Seychellen-Rupie
http://www.brel.com/translations/unit,SDG,de,DE,Sudanese Pfund
http://www.brel.com/translations/unit,SEK,de,DE,Schwedische Krone
http://www.brel.com/translations/unit,SGD,de,DE,Singapur-Dollar
http://www.brel.com/translations/unit,SHP,de,DE,St.-Helena-Pfund
http://www.brel.com/translations/unit,SLL,de,DE,Leone
http://www.brel.com/translations/unit,SLE,de,DE,Leone
http://www.brel.com/translations/unit,SOS,de,DE,Somali-Schilling
http://www.brel.com/translations/unit,SRD,de,DE,Suriname-Dollar
http://www.brel.com/translations/unit,SSP,de,DE,Südsudan-Pfund
http://www.brel.com/translations/unit,STD,de,DE,São-Tomé-und-Príncipe-Dobra (alt)
http://www.brel.com/translations/unit,STN,de,DE,Dobra
http://www.brel.com/translations/unit,SVC,de,DE,El-Salvador-Colón
http://www.brel.com/translations/unit,SYP,de,DE,Syrisches Pfund
http://www.brel.com/translations/unit,SZL,de,DE,Lilangeni
http://www.brel.com/translations/unit,THB,de,DE,Baht
http://www.brel.com/translations/unit,TJS,de,DE,Tadschikischer Somoni
http://www.brel.com/translations/unit,TMT,de,DE,Turkmenischer Manat
http://www.brel.com/translations/unit,TND,de,DE,Tunesischer Dinar
http://www.brel.com/translations/unit,TOP,de,DE,Paʻanga
http://www.brel.com/translations/unit,TRY,de,DE,Türkische Lira
http://www.brel.com/translations/unit,TTD,de,DE,Trinidad-und-Tobago-Dollar
http://www.brel.com/translations/unit,TWD,de,DE,Neuer Taiwan-Dollar
http://www.brel.com/translations/unit,TZS,de,DE,Tansania-Schilling
http://www.brel.com/translations/unit,UAH,de,DE,Hrywnja
http://www.brel.com/translations/unit,UGX,de,DE,Uganda-Schilling
http://www.brel.com/translations/unit,USD,de,DE,US-Dollar
http://www.brel.com/translations/unit,USN,de,DE,US-Dollar (nächster Tag)
http://www.brel.com/translations/unit,USS,de,DE,US-Dollar (gleicher Tag)
http://www.brel.com/translations/unit,UYI,de,DE,Uruguay Peso en Unidades Indexadas
http://www.brel.com/translations/unit,UYU,de,DE,Uruguayischer Peso
http://www.brel.com/translations/unit,UYW,de,DE,Unidad Previsional
http://www.brel.com/translations/unit,UZS,de,DE,Usbekischer Som
http://www.brel.com/translations/unit,VEB,de,DE,Venezolanischer Bolívar (alt)
http://www.brel.com/translations/unit,VEF,de,DE,Venezolanischer Bolívar Fuerte (alt)
http://www.brel.com/translations/unit,VES,de,DE,Bolívar Soberano
http://www.brel.com/translations/unit,VED,de,DE,Bolívar Soberano
http://www.brel.com/translations/unit,VND,de,DE,Vietnamesischer Đồng
http://www.brel.com/translations/unit,VUV,de,DE,Vanuatu-Vatu
http://www.brel.com/translations/unit,WST,de,DE,Samoanischer Tala
http://www.brel.com/translations/unit,XAF,de,DE,CFA-Franc BEAC
http://www.brel.com/translations/unit,XAG,de,DE,Silber
http://www.brel.com/translations/unit,XAU,de,DE,Gold
http://www.brel.com/translations/unit,XBA,de,DE,EURCO
http://www.brel.com/translations/unit,XBB,de,DE,E.M.U.-6
http://www.brel.com/translations/unit,XBC,de,DE,E.U.A.-9
http://www.brel.com/translations/unit,XBD,de,DE,E.U.A.-17
http://www.brel.com/translations/unit,XCD,de,DE,Ostkaribischer Dollar
http://www.brel.com/translations/unit,XDR,de,DE,Sonderziehungsrechte
http://www.brel.com/translations/unit,XFU,de,DE,UIC-Franc
http://www.brel.com/translations/unit,XOF,de,DE,CFA-Franc BCEAO
http://www.brel.com/translations/unit,XPD,de,DE,Palladium
http://www.brel.com/translations/unit,XPF,de,DE,CFP-Franc
http://www.brel.com/translations/unit,XPT,de,DE,Platin
http://www.brel.com/translations/unit,XSU,de,DE,SUCRE
http://www.brel.com/translations/unit,XUA,de,DE,ADB-Rechnungseinheit
http://www.brel.com/translations/unit,YER,de,DE,Jemen-Rial
http://www.brel.com/translations/unit,ZAR,de,DE,Südafrikanischer Rand
http://www.brel.com/translations/unit,ZMK,de,DE,Sambischer Kwacha (alt)
http://www.brel.com/translations/unit,ZMW,de,DE,Sambischer Kwacha
http://www.brel.com/translations/unit,ZWG,de,DE,Simbabwe-Gold
http://www.brel.com/translations/unit,ZWL,de,DE,Simbabwe-Dollar
http://www.brel.com/translations/unit,Cal,de,DE,Kalorie
http://www.brel.com/translations/unit,t,de,DE,Tonne
http://www.brel.com/translations/unit,B,de,DE,Byte
http://www.brel.com/translations/unit,GB,de,DE,Gigabyte
http://www.brel.com/translations/unit,kB,de,DE,Kilobyte
http://www.brel.com/translations/unit,MB,de,DE,Megabyte
http://www.brel.com/translations/unit,TB,de,DE,Terabyte
http://www.brel.com/translations/unit,ha,de,DE,Hektar
http://www.brel.com/translations/unit,sqkm,de,DE,Quadratkilometer
http://www.brel.com/translations/unit,sqm,de,DE,Quadratmeter
http://www.brel.com/translations/unit,A,de,DE,Ampere
http://www.brel.com/translations/unit,J,de,DE,Joule
http://www.brel.com/translations/unit,kJ,de,DE,Kilojoule
http://www.brel.com/translations/unit,kWh,de,DE,Kilowattstunde
http://www.brel.com/translations/unit,mJ,de,DE,Millijoule
http://www.brel.com/translations/unit,MWh,de,DE,Megawattstunde
http://www.brel.com/translations/unit,V,de,DE,Volt
http://www.brel.com/translations/unit,Hz,de,DE,Hertz
http://www.brel.com/translations/unit,cm,de,DE,Zentimeter
http://www.brel.com/translations/unit,dm,de,DE,Dezimeter
http://www.brel.com/translations/unit,km,de,DE,Kilometer
http://www.brel.com/translations/unit,m,de,DE,Meter
http://www.brel.com/translations/unit,mm,de,DE,Millimeter
http://www.brel.com/translations/unit,g,de,DE,Gramm
http://www.brel.com/translations/unit,kg,de,DE,Kilogramm
http://www.brel.com/translations/unit,GW,de,DE,Gigawatt
http://www.brel.com/translations/unit,kW,de,DE,Kilowatt
http://www.brel.com/translations/unit,MW,de,DE,Megawatt
http://www.brel.com/translations/unit,TW,de,DE,Terawatt
http://www.brel.com/translations/unit,W,de,DE,Watt
http://www.brel.com/translations/unit,kV,de,DE,Kilovolt
http://www.brel.com/translations/unit,l,de,DE,Liter
http://www.brel.com/translations/unit,m3,de,DE,Kubikmeter
http://www.brel.com/translations/unit,bu,de,DE,Scheffel
http://www.brel.com/translations/unit,aft,de,DE,Acre-Fuß
http://www.brel.com/translations/unit,Monetary_per_Share,de,DE,Monetär/Aktie
http://www.brel.com/translations/unit,Monetary_per_Decimal,de,DE,Monetär/Dezimal
http://www.brel.com/translations/unit,Monetary_per_Monetary,de,DE,Monetär/Monetär
http://www.brel.com/translations/unit,pure,de,DE,Reine Zahl
http://www.brel.com/translations/unit,Rate,de,DE,Rate
http://www.brel.com/translations/unit,shares,de,DE,Aktie
http://www.brel.com/translations/unit,Y,de,DE,Jahr
http://www.brel.com/translations/unit,M,de,DE,Monat
http://www.brel.com/translations/unit,D,de,DE,Tag
http://www.brel.com/translations/unit,H,de,DE,Stunde
http://www.brel.com/translations/unit,MM,de,DE,Minute
http://www.brel.com/translations/unit,S,de,DE,Sekunde
http://www.brel.com/translations/unit,Volume_per_Duration,de,DE,Volumen/Zeitraum
http://www.brel.com/translations/unit,MV,de,DE,Megavolt
http://www.brel.com/translations/unit,GV,de,DE,Gigavolt
http://www.brel.com/translations/unit,Bcf,de,DE,Milliarden Kubikfuß
http://www.brel.com/translations/unit,Tcf,de,DE,Billionen Kubikfuß
http://www.brel.com/translations/unit,GWh,de,DE,Gigawattstunde
http://www.brel.com/translations/unit,TWh,de,DE,Terawattstunde
http://www.brel.com/translations/unit,Q,de,DE,Quartal
http://www.brel.com/translations/unit,WK,de,DE,Woche
http://www.brel.com/translations/unit,MMcfe,de,DE,Million Kubikfuß-Äquivalent
http://www.brel.com/translations/unit,Bcfe,de,DE,Milliarde Kubikfuß-Äquivalent
http://www.brel.com/translations/unit,Tcfe,de,DE,Billion Kubikfuß-Äquivalent
http://www.brel.com/translations/unit,kT,de,DE,Tausend Tonnen
http://www.brel.com/translations/unit,MT,de,DE,Million Tonnen
